"Method","Miss","MissModel","MNAR","MCAR","MAR","Iteration","Rows","Cols","Total_data","Time_total","NRMSE"
"BPCA",0.5,"MNARMARMCAR",0.17,0.17,0.17,12,26,200,5200,0.399908065795898,1.26538029769887
"svdImpute",0.5,"MNARMARMCAR",0.17,0.17,0.17,12,26,200,5200,3.73473978042603,98.1920258354061
"PPCA",0.02,"MCAR",0,0.02,0,13,26,200,5200,7.6015350818634,1.06995130080131
"RF",0.02,"MCAR",0,0.02,0,13,26,200,5200,1.6970796585083,1.00060710872568
"min",0.02,"MCAR",0,0.02,0,13,26,200,5200,0.0737020969390869,2.08199791631679
"mean",0.02,"MCAR",0,0.02,0,13,26,200,5200,0.0723049640655518,1.00829530345539
"LLS",0.02,"MCAR",0,0.02,0,13,26,200,5200,0.101022243499756,1.22746511626506
"KNNImpute",0.02,"MCAR",0,0.02,0,13,26,200,5200,0.00100374221801758,1.00875573914835
"BPCA",0.02,"MCAR",0,0.02,0,13,26,200,5200,0.184148550033569,1.00829530345539
"svdImpute",0.02,"MCAR",0,0.02,0,13,26,200,5200,0.087592601776123,1.45914080288204
"PPCA",0.02,"MNAR",0.02,0,0,13,26,200,5200,3.83996915817261,3.42739103536231
"RF",0.02,"MNAR",0.02,0,0,13,26,200,5200,0.801078796386719,3.4510780114682
"min",0.02,"MNAR",0.02,0,0,13,26,200,5200,0.0741071701049805,1.19888460520995
"mean",0.02,"MNAR",0.02,0,0,13,26,200,5200,0.0730037689208984,3.42482138527475
"LLS",0.02,"MNAR",0.02,0,0,13,26,200,5200,0.0551249980926514,3.63793402785977
"KNNImpute",0.02,"MNAR",0.02,0,0,13,26,200,5200,0.000988960266113281,3.44797878005193
"BPCA",0.02,"MNAR",0.02,0,0,13,26,200,5200,0.183207511901855,3.42482138527475
"svdImpute",0.02,"MNAR",0.02,0,0,13,26,200,5200,0.0582895278930664,3.87117567626466
"PPCA",0.02,"MAR",0,0,0.02,13,26,200,5200,4.08614897727966,1.10298345531024
"RF",0.02,"MAR",0,0,0.02,13,26,200,5200,1.67232060432434,1.01593889894754
"min",0.02,"MAR",0,0,0.02,13,26,200,5200,0.0722992420196533,2.20942324326073
"mean",0.02,"MAR",0,0,0.02,13,26,200,5200,0.0712502002716064,1.00988720189362
"LLS",0.02,"MAR",0,0,0.02,13,26,200,5200,0.0951948165893555,1.44409469000558
"KNNImpute",0.02,"MAR",0,0,0.02,13,26,200,5200,0.000987529754638672,1.02059891967397
"BPCA",0.02,"MAR",0,0,0.02,13,26,200,5200,0.185123205184937,1.00988720189362
"svdImpute",0.02,"MAR",0,0,0.02,13,26,200,5200,0.0541393756866455,1.81563432901575
"PPCA",0.02,"MNARMCAR",0.01,0.01,0,13,26,200,5200,5.83673691749573,1.41704613749621
"RF",0.02,"MNARMCAR",0.01,0.01,0,13,26,200,5200,1.26991605758667,1.42602573057329
"min",0.02,"MNARMCAR",0.01,0.01,0,13,26,200,5200,0.075922966003418,1.33387053056085
"mean",0.02,"MNARMCAR",0.01,0.01,0,13,26,200,5200,0.0734667778015137,1.41563107186519
"LLS",0.02,"MNARMCAR",0.01,0.01,0,13,26,200,5200,0.0786714553833008,1.52531746335288
"KNNImpute",0.02,"MNARMCAR",0.01,0.01,0,13,26,200,5200,0.00109314918518066,1.3938591286211
"BPCA",0.02,"MNARMCAR",0.01,0.01,0,13,26,200,5200,0.18302583694458,1.41563107186519
"svdImpute",0.02,"MNARMCAR",0.01,0.01,0,13,26,200,5200,0.0711495876312256,1.65979909645276
"PPCA",0.02,"MARMCAR",0,0.01,0.01,13,26,200,5200,5.78206562995911,1.10786215151187
"RF",0.02,"MARMCAR",0,0.01,0.01,13,26,200,5200,1.8806586265564,1.0494628056205
"min",0.02,"MARMCAR",0,0.01,0.01,13,26,200,5200,0.0759003162384033,2.16827097687888
"mean",0.02,"MARMCAR",0,0.01,0.01,13,26,200,5200,0.0717487335205078,1.0254878141296
"LLS",0.02,"MARMCAR",0,0.01,0.01,13,26,200,5200,0.0955879688262939,1.36717081289789
"KNNImpute",0.02,"MARMCAR",0,0.01,0.01,13,26,200,5200,0.000986576080322266,1.02386631796012
"BPCA",0.02,"MARMCAR",0,0.01,0.01,13,26,200,5200,0.181570291519165,1.0254878141296
"svdImpute",0.02,"MARMCAR",0,0.01,0.01,13,26,200,5200,0.0691299438476562,1.65626428259246
"PPCA",0.02,"MNARMAR",0.01,0,0.01,13,26,200,5200,4.26959609985352,1.32060986877589
"RF",0.02,"MNARMAR",0.01,0,0.01,13,26,200,5200,0.871213436126709,1.34720848193462
"min",0.02,"MNARMAR",0.01,0,0.01,13,26,200,5200,0.0751490592956543,1.37087584961761
"mean",0.02,"MNARMAR",0.01,0,0.01,13,26,200,5200,0.0712668895721436,1.34145240849536
"LLS",0.02,"MNARMAR",0.01,0,0.01,13,26,200,5200,0.0727198123931885,1.55804431902558
"KNNImpute",0.02,"MNARMAR",0.01,0,0.01,13,26,200,5200,0.00107884407043457,1.37075746434936
"BPCA",0.02,"MNARMAR",0.01,0,0.01,13,26,200,5200,0.186995983123779,1.34145240849536
"svdImpute",0.02,"MNARMAR",0.01,0,0.01,13,26,200,5200,0.0557677745819092,1.80780670750913
"PPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,13,26,200,5200,7.87642693519592,1.27619382805156
"RF",0.02,"MNARMARMCAR",0.01,0.01,0.01,13,26,200,5200,1.62923073768616,1.24460284512361
"min",0.02,"MNARMARMCAR",0.01,0.01,0.01,13,26,200,5200,0.071589469909668,1.43500100293892
"mean",0.02,"MNARMARMCAR",0.01,0.01,0.01,13,26,200,5200,0.0773727893829346,1.24060468109487
"LLS",0.02,"MNARMARMCAR",0.01,0.01,0.01,13,26,200,5200,0.126798391342163,1.38951290345364
"KNNImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,13,26,200,5200,0.00100970268249512,1.22388496272686
"BPCA",0.02,"MNARMARMCAR",0.01,0.01,0.01,13,26,200,5200,0.183820247650146,1.24060468109487
"svdImpute",0.02,"MNARMARMCAR",0.01,0.01,0.01,13,26,200,5200,0.090893030166626,1.58065181645992
"PPCA",0.1,"MCAR",0,0.1,0,13,26,200,5200,25.9650774002075,1.11322274633056
"RF",0.1,"MCAR",0,0.1,0,13,26,200,5200,5.4817042350769,1.04952376544933
"min",0.1,"MCAR",0,0.1,0,13,26,200,5200,0.0751795768737793,2.21623388623712
"mean",0.1,"MCAR",0,0.1,0,13,26,200,5200,0.0713412761688232,1.03477074316378
"LLS",0.1,"MCAR",0,0.1,0,13,26,200,5200,0.683198928833008,1.41290156413791
"KNNImpute",0.1,"MCAR",0,0.1,0,13,26,200,5200,0.00110697746276855,1.05725258158473
"BPCA",0.1,"MCAR",0,0.1,0,13,26,200,5200,0.195711612701416,1.03477074316378
"svdImpute",0.1,"MCAR",0,0.1,0,13,26,200,5200,0.1994469165802,1.60151686632884
"PPCA",0.1,"MNAR",0.1,0,0,13,26,200,5200,19.5127260684967,2.78471054608363
"RF",0.1,"MNAR",0.1,0,0,13,26,200,5200,2.68927049636841,2.76786158240263
"min",0.1,"MNAR",0.1,0,0,13,26,200,5200,0.0786054134368896,1.24300648743552
"mean",0.1,"MNAR",0.1,0,0,13,26,200,5200,0.0719089508056641,2.73725597501155
"LLS",0.1,"MNAR",0.1,0,0,13,26,200,5200,0.51843786239624,3.15658499221822
"KNNImpute",0.1,"MNAR",0.1,0,0,13,26,200,5200,0.00300025939941406,2.74538269724829
"BPCA",0.1,"MNAR",0.1,0,0,13,26,200,5200,0.203184366226196,2.73725597501155
"svdImpute",0.1,"MNAR",0.1,0,0,13,26,200,5200,0.163187742233276,4.54037294265327
"PPCA",0.1,"MAR",0,0,0.1,13,26,200,5200,19.4700996875763,1.13301857792014
"RF",0.1,"MAR",0,0,0.1,13,26,200,5200,6.94645524024963,1.04566564289404
"min",0.1,"MAR",0,0,0.1,13,26,200,5200,0.0758512020111084,2.27722229225742
"mean",0.1,"MAR",0,0,0.1,13,26,200,5200,0.0714635848999023,1.03692956943663
"LLS",0.1,"MAR",0,0,0.1,13,26,200,5200,0.754548072814941,1.52639859103506
"KNNImpute",0.1,"MAR",0,0,0.1,13,26,200,5200,0.00106358528137207,1.07643686408837
"BPCA",0.1,"MAR",0,0,0.1,13,26,200,5200,0.192540407180786,1.03692956943663
"svdImpute",0.1,"MAR",0,0,0.1,13,26,200,5200,0.169013500213623,1.77785286305157
"PPCA",0.1,"MNARMCAR",0.05,0.05,0,13,26,200,5200,22.7827754020691,1.42794707086301
"RF",0.1,"MNARMCAR",0.05,0.05,0,13,26,200,5200,3.2441713809967,1.41059721218851
"min",0.1,"MNARMCAR",0.05,0.05,0,13,26,200,5200,0.0761945247650146,1.35433625552641
"mean",0.1,"MNARMCAR",0.05,0.05,0,13,26,200,5200,0.0712635517120361,1.40548958782498
"LLS",0.1,"MNARMCAR",0.05,0.05,0,13,26,200,5200,0.909633159637451,1.54100960909957
"KNNImpute",0.1,"MNARMCAR",0.05,0.05,0,13,26,200,5200,0.00113821029663086,1.42378122484921
"BPCA",0.1,"MNARMCAR",0.05,0.05,0,13,26,200,5200,0.194392204284668,1.40548958782498
"svdImpute",0.1,"MNARMCAR",0.05,0.05,0,13,26,200,5200,0.185591697692871,1.78588855064756
"PPCA",0.1,"MARMCAR",0,0.05,0.05,13,26,200,5200,23.4235770702362,1.16423334508119
"RF",0.1,"MARMCAR",0,0.05,0.05,13,26,200,5200,5.18329429626465,1.04509727485535
"min",0.1,"MARMCAR",0,0.05,0.05,13,26,200,5200,0.0702986717224121,2.13774423809838
"mean",0.1,"MARMCAR",0,0.05,0.05,13,26,200,5200,0.0794742107391357,1.04467985288728
"LLS",0.1,"MARMCAR",0,0.05,0.05,13,26,200,5200,0.804968595504761,1.39303756839597
"KNNImpute",0.1,"MARMCAR",0,0.05,0.05,13,26,200,5200,0.00121402740478516,1.077403281337
"BPCA",0.1,"MARMCAR",0,0.05,0.05,13,26,200,5200,0.196193218231201,1.04467985288728
"svdImpute",0.1,"MARMCAR",0,0.05,0.05,13,26,200,5200,0.19112229347229,1.59750635482148
"PPCA",0.1,"MNARMAR",0.05,0,0.05,13,26,200,5200,19.3537738323212,1.3986896557172
"RF",0.1,"MNARMAR",0.05,0,0.05,13,26,200,5200,2.73260354995728,1.38179094691305
"min",0.1,"MNARMAR",0.05,0,0.05,13,26,200,5200,0.0719683170318604,1.27697380797798
"mean",0.1,"MNARMAR",0.05,0,0.05,13,26,200,5200,0.0776140689849854,1.36571531511328
"LLS",0.1,"MNARMAR",0.05,0,0.05,13,26,200,5200,0.523022174835205,1.54161285807089
"KNNImpute",0.1,"MNARMAR",0.05,0,0.05,13,26,200,5200,0.00108170509338379,1.36264422546035
"BPCA",0.1,"MNARMAR",0.05,0,0.05,13,26,200,5200,0.192141056060791,1.36571531511328
"svdImpute",0.1,"MNARMAR",0.05,0,0.05,13,26,200,5200,0.158265590667725,1.69952290088677
"PPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,13,26,200,5200,19.7441959381104,1.24659285705648
"RF",0.1,"MNARMARMCAR",0.03,0.03,0.03,13,26,200,5200,3.045245885849,1.21349570283869
"min",0.1,"MNARMARMCAR",0.03,0.03,0.03,13,26,200,5200,0.0762479305267334,1.46184039326545
"mean",0.1,"MNARMARMCAR",0.03,0.03,0.03,13,26,200,5200,0.0711262226104736,1.21015097643943
"LLS",0.1,"MNARMARMCAR",0.03,0.03,0.03,13,26,200,5200,0.524536609649658,1.4472440849639
"KNNImpute",0.1,"MNARMARMCAR",0.03,0.03,0.03,13,26,200,5200,0.0011446475982666,1.22242650007534
"BPCA",0.1,"MNARMARMCAR",0.03,0.03,0.03,13,26,200,5200,0.192533016204834,1.21015097643943
"svdImpute",0.1,"MNARMARMCAR",0.03,0.03,0.03,13,26,200,5200,0.171814918518066,1.53889459021182
"PPCA",0.2,"MCAR",0,0.2,0,13,26,200,5200,48.394953250885,1.14178158290927
"RF",0.2,"MCAR",0,0.2,0,13,26,200,5200,5.01213932037354,1.03392638196757
"min",0.2,"MCAR",0,0.2,0,13,26,200,5200,0.0752654075622559,2.19095912836168
"mean",0.2,"MCAR",0,0.2,0,13,26,200,5200,0.0714750289916992,1.02588498229821
"LLS",0.2,"MCAR",0,0.2,0,13,26,200,5200,5.83208560943604,1.48508321071924
"KNNImpute",0.2,"MCAR",0,0.2,0,13,26,200,5200,0.00114226341247559,1.07791435400622
"BPCA",0.2,"MCAR",0,0.2,0,13,26,200,5200,0.212255239486694,1.02588498229821
"svdImpute",0.2,"MCAR",0,0.2,0,13,26,200,5200,0.260574102401733,1.73507930492366
"PPCA",0.2,"MCAR",0.2,0,0,13,26,200,5200,0.260574102401733,NA
"RF",0.2,"MNAR",0.2,0,0,13,26,200,5200,5.98667979240417,2.55816012651648
"min",0.2,"MNAR",0.2,0,0,13,26,200,5200,0.076406717300415,1.32905619438705
"mean",0.2,"MNAR",0.2,0,0,13,26,200,5200,0.0715065002441406,2.53111703687229
"LLS",0.2,"MNAR",0.2,0,0,13,26,200,5200,5.33199214935303,2.8877816198338
"KNNImpute",0.2,"MNAR",0.2,0,0,13,26,200,5200,5.33199214935303,NA
"BPCA",0.2,"MNAR",0.2,0,0,13,26,200,5200,0.213741064071655,2.53111703687229
"svdImpute",0.2,"MNAR",0.2,0,0,13,26,200,5200,0.775909185409546,18.6005051821078
"PPCA",0.2,"MAR",0,0,0.2,13,26,200,5200,46.5110774040222,1.13212709812942
"RF",0.2,"MAR",0,0,0.2,13,26,200,5200,3.16257214546204,1.04481248912136
"min",0.2,"MAR",0,0,0.2,13,26,200,5200,0.0750291347503662,2.13716339884322
"mean",0.2,"MAR",0,0,0.2,13,26,200,5200,0.0718657970428467,1.0307179617822
"LLS",0.2,"MAR",0,0,0.2,13,26,200,5200,5.4803159236908,1.69275696108007
"KNNImpute",0.2,"MAR",0,0,0.2,13,26,200,5200,0.00122857093811035,1.06362516071033
"BPCA",0.2,"MAR",0,0,0.2,13,26,200,5200,0.21172022819519,1.0307179617822
"svdImpute",0.2,"MAR",0,0,0.2,13,26,200,5200,0.351341962814331,4.72514517307166
"PPCA",0.2,"MAR",0.1,0.1,0,13,26,200,5200,0.351341962814331,NA
"RF",0.2,"MNARMCAR",0.1,0.1,0,13,26,200,5200,6.65874171257019,1.4103139442319
"min",0.2,"MNARMCAR",0.1,0.1,0,13,26,200,5200,0.0738251209259033,1.29224721000903
"mean",0.2,"MNARMCAR",0.1,0.1,0,13,26,200,5200,0.0778012275695801,1.39937537626186
"LLS",0.2,"MNARMCAR",0.1,0.1,0,13,26,200,5200,5.77229976654053,1.59205171362459
"KNNImpute",0.2,"MNARMCAR",0.1,0.1,0,13,26,200,5200,5.77229976654053,NA
"BPCA",0.2,"MNARMCAR",0.1,0.1,0,13,26,200,5200,0.216052532196045,1.39937537626186
"svdImpute",0.2,"MNARMCAR",0.1,0.1,0,13,26,200,5200,0.472087621688843,3.69739979322072
"PPCA",0.2,"MARMCAR",0,0.1,0.1,13,26,200,5200,50.3895916938782,1.14777485614164
"RF",0.2,"MARMCAR",0,0.1,0.1,13,26,200,5200,3.30773258209229,1.05354197534953
"min",0.2,"MARMCAR",0,0.1,0.1,13,26,200,5200,0.076268196105957,2.16490283483711
"mean",0.2,"MARMCAR",0,0.1,0.1,13,26,200,5200,0.0711879730224609,1.04115964924675
"LLS",0.2,"MARMCAR",0,0.1,0.1,13,26,200,5200,5.73793625831604,1.42605770829777
"KNNImpute",0.2,"MARMCAR",0,0.1,0.1,13,26,200,5200,0.00118255615234375,1.07841317894512
"BPCA",0.2,"MARMCAR",0,0.1,0.1,13,26,200,5200,0.217530488967896,1.04115964924675
"svdImpute",0.2,"MARMCAR",0,0.1,0.1,13,26,200,5200,0.364821910858154,2.03984268596072
"PPCA",0.2,"MARMCAR",0.1,0,0.1,13,26,200,5200,0.364821910858154,NA
"RF",0.2,"MNARMAR",0.1,0,0.1,13,26,200,5200,3.05115818977356,1.3588545631307
"min",0.2,"MNARMAR",0.1,0,0.1,13,26,200,5200,0.0762326717376709,1.26856113174201
"mean",0.2,"MNARMAR",0.1,0,0.1,13,26,200,5200,0.0715718269348145,1.34348238195647
"LLS",0.2,"MNARMAR",0.1,0,0.1,13,26,200,5200,5.40948176383972,1.79875458270792
"KNNImpute",0.2,"MNARMAR",0.1,0,0.1,13,26,200,5200,0.00117707252502441,1.3783239709902
"BPCA",0.2,"MNARMAR",0.1,0,0.1,13,26,200,5200,0.220873355865479,1.34348238195647
"svdImpute",0.2,"MNARMAR",0.1,0,0.1,13,26,200,5200,0.319449663162231,2.54470288945585
"PPCA",0.2,"MNARMARMCAR",0.07,0.07,0.07,13,26,200,5200,50.1495361328125,1.28942901895818
"RF",0.2,"MNARMARMCAR",0.07,0.07,0.07,13,26,200,5200,3.1632227897644,1.25362200296404
"min",0.2,"MNARMARMCAR",0.07,0.07,0.07,13,26,200,5200,0.079864501953125,1.45976860049786
"mean",0.2,"MNARMARMCAR",0.07,0.07,0.07,13,26,200,5200,0.0719137191772461,1.23996951166441
"LLS",0.2,"MNARMARMCAR",0.07,0.07,0.07,13,26,200,5200,5.62581992149353,1.58896366273015
"KNNImpute",0.2,"MNARMARMCAR",0.07,0.07,0.07,13,26,200,5200,0.0032808780670166,1.26903421678984
"BPCA",0.2,"MNARMARMCAR",0.07,0.07,0.07,13,26,200,5200,0.215435266494751,1.23996951166441
"svdImpute",0.2,"MNARMARMCAR",0.07,0.07,0.07,13,26,200,5200,0.506795167922974,4.33823616306744
"PPCA",0.3,"MCAR",0,0.3,0,13,26,200,5200,2.25978103876114,1.1647437019228
"RF",0.3,"MCAR",0,0.3,0,13,26,200,5200,5.63510298728943,1.05606475999183
"min",0.3,"MCAR",0,0.3,0,13,26,200,5200,0.0750441551208496,2.15117224159361
"mean",0.3,"MCAR",0,0.3,0,13,26,200,5200,0.0717649459838867,1.0405903578626
"LLS",0.3,"MCAR",0,0.3,0,13,26,200,5200,5.73103022575378,462.288861980771
"KNNImpute",0.3,"MCAR",0,0.3,0,13,26,200,5200,0.0013420581817627,1.08120242316657
"BPCA",0.3,"MCAR",0,0.3,0,13,26,200,5200,0.324971437454224,1.0405903578626
"svdImpute",0.3,"MCAR",0,0.3,0,13,26,200,5200,3.89216327667236,33.3450691901598
"PPCA",0.3,"MCAR",0.3,0,0,13,26,200,5200,3.89216327667236,NA
"RF",0.3,"MNAR",0.3,0,0,13,26,200,5200,4.22828841209412,2.44768449387741
"min",0.3,"MNAR",0.3,0,0,13,26,200,5200,0.0785994529724121,1.41233141147217
"mean",0.3,"MNAR",0.3,0,0,13,26,200,5200,0.0719196796417236,2.417539547045
"LLS",0.3,"MNAR",0.3,0,0,13,26,200,5200,5.56120920181274,11.0522133121681
"KNNImpute",0.3,"MNAR",0.3,0,0,13,26,200,5200,5.56120920181274,NA
"BPCA",0.3,"MNAR",0.3,0,0,13,26,200,5200,0.324506998062134,2.417539547045
"svdImpute",0.3,"MNAR",0.3,0,0,13,26,200,5200,0.844175577163696,69.3189089129302
"PPCA",0.3,"MNAR",0,0,0.3,13,26,200,5200,0.844175577163696,NA
"RF",0.3,"MAR",0,0,0.3,13,26,200,5200,2.75390195846558,1.03267148859916
"min",0.3,"MAR",0,0,0.3,13,26,200,5200,0.0768496990203857,2.07698472005208
"mean",0.3,"MAR",0,0,0.3,13,26,200,5200,0.0716636180877686,1.02158812119578
"LLS",0.3,"MAR",0,0,0.3,13,26,200,5200,5.57589411735535,6.84485585523923
"KNNImpute",0.3,"MAR",0,0,0.3,13,26,200,5200,0.00127482414245605,1.05919675950487
"BPCA",0.3,"MAR",0,0,0.3,13,26,200,5200,0.324803590774536,1.02158812119578
"svdImpute",0.3,"MAR",0,0,0.3,13,26,200,5200,2.72268986701965,23.8208734857951
"PPCA",0.3,"MAR",0.15,0.15,0,13,26,200,5200,2.72268986701965,NA
"RF",0.3,"MNARMCAR",0.15,0.15,0,13,26,200,5200,2.83629751205444,1.45720572052215
"min",0.3,"MNARMCAR",0.15,0.15,0,13,26,200,5200,0.0763905048370361,1.23322553018697
"mean",0.3,"MNARMCAR",0.15,0.15,0,13,26,200,5200,0.0719647407531738,1.44574536376459
"LLS",0.3,"MNARMCAR",0.15,0.15,0,13,26,200,5200,5.66054916381836,1.68325521097056
"KNNImpute",0.3,"MNARMCAR",0.15,0.15,0,13,26,200,5200,5.66054916381836,NA
"BPCA",0.3,"MNARMCAR",0.15,0.15,0,13,26,200,5200,0.324030637741089,1.44574536376459
"svdImpute",0.3,"MNARMCAR",0.15,0.15,0,13,26,200,5200,3.78082418441772,42.1628709103006
"PPCA",0.3,"MNARMCAR",0,0.15,0.15,13,26,200,5200,3.78082418441772,NA
"RF",0.3,"MARMCAR",0,0.15,0.15,13,26,200,5200,2.80717873573303,1.05409822255588
"min",0.3,"MARMCAR",0,0.15,0.15,13,26,200,5200,0.0688955783843994,2.10427158344272
"mean",0.3,"MARMCAR",0,0.15,0.15,13,26,200,5200,0.0818676948547363,1.0444424737907
"LLS",0.3,"MARMCAR",0,0.15,0.15,13,26,200,5200,5.66379022598267,1.54725813465037
"KNNImpute",0.3,"MARMCAR",0,0.15,0.15,13,26,200,5200,0.00122594833374023,1.09077909041333
"BPCA",0.3,"MARMCAR",0,0.15,0.15,13,26,200,5200,0.322054862976074,1.0444424737907
"svdImpute",0.3,"MARMCAR",0,0.15,0.15,13,26,200,5200,2.67514848709106,13.0241801113147
"PPCA",0.3,"MARMCAR",0.15,0,0.15,13,26,200,5200,2.67514848709106,NA
"RF",0.3,"MNARMAR",0.15,0,0.15,13,26,200,5200,5.41644191741943,1.39671709438648
"min",0.3,"MNARMAR",0.15,0,0.15,13,26,200,5200,0.0759296417236328,1.26815249496106
"mean",0.3,"MNARMAR",0.15,0,0.15,13,26,200,5200,0.0712828636169434,1.37843962328687
"LLS",0.3,"MNARMAR",0.15,0,0.15,13,26,200,5200,5.5399968624115,1.82310209357318
"KNNImpute",0.3,"MNARMAR",0.15,0,0.15,13,26,200,5200,0.00143885612487793,1.40039709440877
"BPCA",0.3,"MNARMAR",0.15,0,0.15,13,26,200,5200,0.322621583938599,1.37843962328687
"svdImpute",0.3,"MNARMAR",0.15,0,0.15,13,26,200,5200,1.21858501434326,3.0617915183221
"PPCA",0.3,"MNARMAR",0.1,0.1,0.1,13,26,200,5200,1.21858501434326,NA
"RF",0.3,"MNARMARMCAR",0.1,0.1,0.1,13,26,200,5200,2.81627678871155,1.24615296515011
"min",0.3,"MNARMARMCAR",0.1,0.1,0.1,13,26,200,5200,0.0755970478057861,1.42571908254402
"mean",0.3,"MNARMARMCAR",0.1,0.1,0.1,13,26,200,5200,0.0711476802825928,1.23382343796686
"LLS",0.3,"MNARMARMCAR",0.1,0.1,0.1,13,26,200,5200,5.7099084854126,5.60966104298135
"KNNImpute",0.3,"MNARMARMCAR",0.1,0.1,0.1,13,26,200,5200,5.7099084854126,NA
"BPCA",0.3,"MNARMARMCAR",0.1,0.1,0.1,13,26,200,5200,0.324129581451416,1.23382343796686
"svdImpute",0.3,"MNARMARMCAR",0.1,0.1,0.1,13,26,200,5200,1.29992771148682,18.6651500155047
"PPCA",0.4,"MNARMARMCAR",0,0.4,0,13,26,200,5200,1.29992771148682,NA
"RF",0.4,"MCAR",0,0.4,0,13,26,200,5200,2.34266829490662,1.04762302892718
"min",0.4,"MCAR",0,0.4,0,13,26,200,5200,0.0771079063415527,2.07097463331315
"mean",0.4,"MCAR",0,0.4,0,13,26,200,5200,0.0741722583770752,1.03710586451185
"LLS",0.4,"MCAR",0,0.4,0,13,26,200,5200,5.54941701889038,1.64761397746806
"KNNImpute",0.4,"MCAR",0,0.4,0,13,26,200,5200,0.00174117088317871,1.09335227621233
"BPCA",0.4,"MCAR",0,0.4,0,13,26,200,5200,0.362249374389648,1.03710586451185
"svdImpute",0.4,"MCAR",0,0.4,0,13,26,200,5200,4.04532265663147,36.9667320098375
"PPCA",0.4,"MCAR",0.4,0,0,13,26,200,5200,4.04532265663147,NA
"RF",0.4,"MCAR",0.4,0,0,13,26,200,5200,4.04532265663147,NA
"min",0.4,"MNAR",0.4,0,0,13,26,200,5200,0.0749611854553223,1.48929754068881
"mean",0.4,"MNAR",0.4,0,0,13,26,200,5200,0.0714702606201172,2.32683938112611
"LLS",0.4,"MNAR",0.4,0,0,13,26,200,5200,5.43166041374207,2.82282732821314
"KNNImpute",0.4,"MNAR",0.4,0,0,13,26,200,5200,5.43166041374207,NA
"BPCA",0.4,"MNAR",0.4,0,0,13,26,200,5200,0.358514308929443,2.32683938112611
"svdImpute",0.4,"MNAR",0.4,0,0,13,26,200,5200,3.81209397315979,46.8210143629363
"PPCA",0.4,"MNAR",0,0,0.4,13,26,200,5200,3.81209397315979,NA
"RF",0.4,"MAR",0,0,0.4,13,26,200,5200,2.40147972106934,1.03960075485239
"min",0.4,"MAR",0,0,0.4,13,26,200,5200,0.0749621391296387,2.06237691680107
"mean",0.4,"MAR",0,0,0.4,13,26,200,5200,0.0782999992370605,1.02957446153443
"LLS",0.4,"MAR",0,0,0.4,13,26,200,5200,5.54130601882935,1.71917540942105
"KNNImpute",0.4,"MAR",0,0,0.4,13,26,200,5200,5.54130601882935,NA
"BPCA",0.4,"MAR",0,0,0.4,13,26,200,5200,0.457977294921875,1.02957446153443
"svdImpute",0.4,"MAR",0,0,0.4,13,26,200,5200,3.42052173614502,35.7130353668159
"PPCA",0.4,"MAR",0.2,0.2,0,13,26,200,5200,3.42052173614502,NA
"RF",0.4,"MNARMCAR",0.2,0.2,0,13,26,200,5200,2.46149706840515,1.5063137094293
"min",0.4,"MNARMCAR",0.2,0.2,0,13,26,200,5200,0.081733226776123,1.19421375172241
"mean",0.4,"MNARMCAR",0.2,0.2,0,13,26,200,5200,0.0743436813354492,1.50424616514827
"LLS",0.4,"MNARMCAR",0.2,0.2,0,13,26,200,5200,5.49544453620911,247.502980863109
"KNNImpute",0.4,"MNARMCAR",0.2,0.2,0,13,26,200,5200,5.49544453620911,NA
"BPCA",0.4,"MNARMCAR",0.2,0.2,0,13,26,200,5200,0.366226434707642,1.50424616514827
"svdImpute",0.4,"MNARMCAR",0.2,0.2,0,13,26,200,5200,3.86648273468018,11.1506935704205
"PPCA",0.4,"MNARMCAR",0,0.2,0.2,13,26,200,5200,3.86648273468018,NA
"RF",0.4,"MARMCAR",0,0.2,0.2,13,26,200,5200,2.36720395088196,1.05240782202844
"min",0.4,"MARMCAR",0,0.2,0.2,13,26,200,5200,0.0793116092681885,2.09236129853418
"mean",0.4,"MARMCAR",0,0.2,0.2,13,26,200,5200,0.0721559524536133,1.04321149990736
"LLS",0.4,"MARMCAR",0,0.2,0.2,13,26,200,5200,5.49292516708374,2.61418471233706
"KNNImpute",0.4,"MARMCAR",0,0.2,0.2,13,26,200,5200,5.49292516708374,NA
"BPCA",0.4,"MARMCAR",0,0.2,0.2,13,26,200,5200,0.360529899597168,1.04321149990736
"svdImpute",0.4,"MARMCAR",0,0.2,0.2,13,26,200,5200,3.91644811630249,44.0650712967074
"PPCA",0.4,"MARMCAR",0.2,0,0.2,13,26,200,5200,3.91644811630249,NA
"RF",0.4,"MNARMAR",0.2,0,0.2,13,26,200,5200,2.30084037780762,1.34943657331124
"min",0.4,"MNARMAR",0.2,0,0.2,13,26,200,5200,0.0788388252258301,1.22775685870464
"mean",0.4,"MNARMAR",0.2,0,0.2,13,26,200,5200,0.0776066780090332,1.34140905140914
"LLS",0.4,"MNARMAR",0.2,0,0.2,13,26,200,5200,5.46931314468384,2.19100039647345
"KNNImpute",0.4,"MNARMAR",0.2,0,0.2,13,26,200,5200,5.46931314468384,NA
"BPCA",0.4,"MNARMAR",0.2,0,0.2,13,26,200,5200,0.407823324203491,1.34140905140914
